isbn,section,title,page
9780471534051,17,A review of errors of direct observation in crop yield surveys,327
9780471534051,18,Measurement error in continuing surveys of the grocery retail trade using electronic data collection methods,347
9780471534051,19,Conversation with a purpose - or conversation? : interaction in the standardized interview,367
9780471534051,20,Cognitive laboratory methods : a taxonomy,393
9780471534051,21,"Studying respondent-interviewer interaction : the relationship between interviewing style, interviewer behavior, and response behavior",419
9780471534051,22,The effect of interviewer and respondent characteristics on the quality of survey data : a multilevel model,439
9780471534051,23,"Interviewer, respondent, and regional office effects on response variance : a statistical decomposition",463
9780471534051,24,Approaches to the modeling of measurement errors,487
9780471534051,25,A mixed model for analyzing measurement errors for dichotomous variables,517
9780471534051,26,Models for memory effects in count data,531
9780471534051,27,Simple response variance : estimation and determinants,551
9780471534051,28,Evaluation of measurement instruments using a structural modeling approach,575
9780471534051,29,A path analysis of cross-national data taking measurement errors into account,599
9780471534051,30,Regression estimation in the presence of measurement error,617
9780471534051,31,Chi-squared tests with complex survey data subject to misclassification error,637
9780471534051,32,The effect of measurement error on event history analysis,665
9780471546412,A,Set Theory and General Topology,1
9780471546412,B,Probability Theory,5
9780471546412,C,Random Processes,14
9780471546412,D,Wiener-Levy Calculus,26
9780471546412,A,Mathematical Framework of Simulation,34
9780471546412,B,The Monte Carlo Method,46
9780471546412,C,Low-Discrepancy Sequences,67
9780471546412,D,Numerical Computation of Conditional Expectation,95
9780471546412,A,Integration in Large or Infinite Dimensions,113
9780471546412,B,Representations of Stationary Fields,142
9780471546412,C,Markov Processes,181
9780471546412,D,Processes with Stationary Independent Increments,198
9780471546412,E,Point Processes,221
9780471546412,A,Elements in Markovian Potential Theory,230
9780471546412,B,Balayage Algorithms,241
9780471546412,C,Reduced Function Algorithm,250
9780471546412,D,The Carre du Champ Operator,262
9780471546412,A,Lipschitzian Stochastic Differential Equations: Ito's Theorem,269
9780471546412,B,Discretization of SDEs,274
9780471546412,C,Irregularity of Brownian Functionals,284
9780471546412,D,Simulatable Functionals,296
9780471546412,E,Symbolic Expansions of Solutions to SDEs,306
9780471546412,F,Application of the Shift Method to Multiple Wiener Integrals and to Solutions of SDEs,319
9780471547709,1,Representation and Geometry of Multivariate Data,1
9780471547709,2,Nonparametric Estimation Criteria,33
9780471547709,3,Histograms: Theory and Practice,47
9780471547709,4,Frequency Polygons,95
9780471547709,5,Averaged Shifted Histograms,113
9780471547709,6,Kernel Density Estimators,125
9780471547709,7,The Curse of Dimensionality and Dimension Reduction,195
9780471547709,8,Nonparametric Regression and Additive Models,219
9780471547709,9,Other Application,247
9780471552390,1,Introduction,1
9780471552390,2,Moving Average and Autoregressive Processes,21
9780471552390,3,Introduction to Fourier Analysis,112
9780471552390,4,Spectral Theory and Filtering,143
9780471552390,5,Some Large Sample Theory,214
9780471552390,6,Estimation of the Mean and Autocorrelations,308
9780471552390,7,"The Periodogram, Estimated Spectrum",355
9780471552390,8,Parameter Estimation,404
9780471552390,9,"Regression, Trend, and Seasonality",475
9780471552390,10,Unit Root and Explosive Time Series,546
9780471557616,1,Introduction,1
9780471557616,1.1,The Multiple Testing Problem,4
9780471557616,1.2,Familywise Error Rates,9
9780471557616,1.3,Adjusted p-Values,11
9780471557616,1.4,Statistical Resampling,12
9780471557616,1.5,Multiple Testing Controversies,19
9780471557616,1.6,A Structure for Multiple Testing Data Analysis,24
9780471557616,2,Resampling-Based Adjustments: Basic Concepts,32
9780471557616,2.1,Definitions and Preliminary Material,33
9780471557616,2.2,Guidelines for Resampling-Based Testing,35
9780471557616,2.3,Single-Step Methods,43
9780471557616,2.4,Estimating the p-Value Distribution,53
9780471557616,2.5,The Need for Resampling in Multiple Testing,55
9780471557616,2.6,Step-Down Methods for Free Combinations,62
9780471557616,2.7,Step-Down Methods for Restricted Combinations,68
9780471557616,2.8,Error Rate Control for Step-Down Methods,72
9780471557616,3,Continuous Data Applications: Univariate Analysis,76
9780471557616,3.1,One-Way ANOVA Model: Pairwise Comparisons,77
9780471557616,3.2,One-Way ANOVA Model: Other Comparisons,94
9780471557616,3.3,Two- and Higher-Way ANOVA Models,102
9780471557616,3.4,Allowing for Covariates,106
9780471557616,4,Continuous Data Applications: Multivariate Analysis,112
9780471557616,4.1,Multivariate Randomization Analysis,113
9780471557616,4.2,Multivariate Regression Models,121
9780471557616,4.3,Univariate Regression Analysis,131
9780471557616,4.4,Repeated Measures Multivariate Analysis,134
9780471557616,4.5,Comparing Alternative Methods,139
9780471557616,5,Binary Data Applications,146
9780471557616,5.1,Preliminary Definitions,147
9780471557616,5.2,Univariate Testing Methods,149
9780471557616,5.3,Multiple Testing with Binary Data,156
9780471557616,5.4,Comparison of Bootstrap and Permutation Methods,169
9780471557616,5.5,Multivariate Binary Single-Sample Analysis,177
9780471557616,5.6,Incorporating External Information,180
9780471557616,6,Further Topics,184
9780471557616,6.1,Allocating Error: Weighted p-Values,184
9780471557616,6.2,Comparing Variances,188
9780471557616,6.3,Multiple Testing for Correlations,194
9780471557616,6.4,Infinitely Many Tests,199
9780471557616,6.5,Power,204
9780471557616,6.6,Asymptotic Results,210
9780471557616,6.7,More Complex Models,214
9780471557616,7,Practical Applications,217
9780471557616,7.1,Motivating Examples,218
9780471557616,7.2,Continuous Examples,233
9780471557616,7.3,Binomial and Categorical Examples,245
9780471557616,7.4,Ordered Categorical Examples,259
9780471557616,7.5,A Complex Epidemiology Survey,269
9780471557791,Ch. 1,The Chi-squared Test of Pearson,1
9780471557791,Ch. 2,The Chi-squared Test for a Composite Hypothesis,70
9780471557791,Ch. 3,The Chi-squared Test for an Exponential Family of Distributions,160
9780471557791,Ch. 4,Some Additional Examples,227
9780471558712,1,Introduction and Preliminaries,1
9780471558712,2,Fixed-Population Sampling Theory,29
9780471558712,3,Stochastic Population Sampling Theory,51
9780471558712,4,Adaptive Cluster Sampling,93
9780471558712,5,Efficiency and Sample Size Issues,149
9780471558712,6,Adaptive Cluster Sampling Based on Order Statistics,163
9780471558712,7,Adaptive Allocation in Stratified Sampling,177
9780471558712,8,Multivariate Aspects of Adaptive Sampling,201
9780471558712,9,Detectability in Adaptive Sampling,211
9780471558712,10,Optimal Sampling Strategies,235
9780471568810,1,Linear Regression Analysis,1
9780471568810,2,Constructing and Checking the Model,13
9780471568810,3,Least-Squares Regression,29
9780471568810,4,Least-Absolute-Deviations Regression,57
9780471568810,5,M-Regression,85
9780471568810,6,Nonparametric Regression,111
9780471568810,7,Bayesian Regression,143
9780471568810,8,Ridge Regression,173
9780471568810,9,Comparisons,189
9780471568810,10,Other Methods,205
9780471570820,1,Preliminaries,1
9780471570820,2,"Matrixes, Vector Spaces",37
9780471570820,3,The Ordinary Principal Components Model,97
9780471570820,4,Statistical Testing of the Ordinary Principal Components Model,182
9780471570820,5,Extensions of the Ordinary Principal Components Model,250
9780471570820,6,Factor Analysis,351
9780471570820,7,Factor Analysis of Correlated Observations,432
9780471570820,8,Ordinal and Nominal Random Data,501
9780471570820,9,Other Model for Discrete Data,570
9780471570820,10,Factor Analysis and Least Squares Regression,624
9780471577546,1,Preliminaries,4
9780471577546,2,Sums of Independent Random Variables,33
9780471577546,3,Optimal Stopping,59
9780471577546,4,Reduction to a Single Dimension,95
9780471577546,5,Accessibility and Filtration Structure,112
9780471577546,6,Sequential Sampling,148
9780471577546,7,Optimal Sequential Control,192
9780471577546,8,Multiarmed Bandits,218
9780471577546,9,The Markovian Case,256
9780471577546,10,Optimal Switching Between Two Random Walks,278
9780471592136,Ch. 1,Introduction,1
9780471592136,Ch. 2,Describing Patterns in Data,34
9780471592136,Ch. 3,Organizing Data: Association and Relationships,98
9780471592136,Ch. 4,Collecting Data,164
9780471592136,Ch. 5,Probability,212
9780471592136,Ch. 6,Random Variables and Probability Distributions,272
9780471592136,Ch. 7,Continuous Random Variables and Sampling Distributions,326
9780471592136,Ch. 8,From Samples to Populations: Inferences About Means,379
9780471592136,Ch. 9,Comparing Means,441
9780471592136,Ch. 10,Analyzing Count Data,501
9780471592136,Ch. 11,Simple Linear Regression,549
9780471592136,Ch. 12,Multiple Linear Regression and Time Series Models,619
9780471592136,Ch. 13,Management and Statistics,685
9780471592136,Appendix C,Data Bank,729
9780471592815,1,Introduction,1
9780471592815,2,Hilbert Spaces,9
9780471592815,3,Probability Theory,31
9780471592815,4,Estimating Functions,59
9780471592815,5,Orthogonality and Nuisance Parameters,107
9780471592815,6,Martingale Estimating Functions and Projected Likelihood,127
9780471592815,7,Stochastic Integration and Product Integrals,163
9780471592815,8,Estimating Functions and the Product Integral Likelihood for Continuous Time Stochastic Processes,189
9780471592815,9,Hilbert Spaces and Spline Density Estimation,221
9780471601616,1,Introduction : why mixed models?,1
9780471601616,2,MLE for LME model,45
9780471601616,3,Statistical properties of the LME model,117
9780471601616,4,Growth curve model and generalizations,183
9780471601616,5,Meta-analysis model,247
9780471601616,6,Nonlinear marginal model,291
9780471601616,7,Generalized linear mixed models,329
9780471601616,8,Nonlinear mixed effects model,431
9780471601616,9,Diagnostics and influence analysis,481
9780471601616,10,Tumor regrowth curves,531
9780471601616,11,Statistical analysis of shape,567
9780471601616,12,Statistical image analysis,595
9780471601616,13,App. : useful facts and formulas,643
9780471663799,1,Scatterplots and regression,1
9780471663799,2,Simple linear regression,19
9780471663799,3,Multiple regression,47
9780471663799,4,Drawing conclusions,69
9780471663799,5,"Weights, lack of fit, and more",96
9780471663799,6,Polynomials and factors,115
9780471663799,7,Transformations,147
9780471663799,8,Regression diagnostics : residuals,167
9780471663799,9,Outliers and influence,194
9780471663799,10,Variable selection,211
9780471663799,11,Nonlinear regression,233
9780471663799,12,Logistic regression,251
9780471667261,1,A forerunner,1
9780471667261,2,Frequentist analysis,3
9780471667261,3,Likelihood,7
9780471667261,4,Testing hypotheses,25
9780471667261,5,Unbiased and invariant tests,45
9780471667261,6,Elements of Bayesianism,81
9780471667261,7,Theories of estimation,105
9780471667261,8,Set and interval estimation,137
9780471669838,1,A Review of Elementary Matrix Algebra,1
9780471669838,2,Vector Spaces,32
9780471669838,3,Eigenvalues and Eigenvectors,84
9780471669838,4,Matrix Factorizations and Matrix Norms,131
9780471669838,5,Generalized Inverses,170
9780471669838,6,Systems of Linear Equations,210
9780471669838,7,Special Matrices and Matrix Operators,247
9780471669838,8,Matrix Derivatives and Related Topics,323
9780471669838,9,Some Special Topics Related to Quadratic Forms,370
9780471671725,1,Introduction and motivation,3
9780471671725,2,Discrete probabilistic models,21
9780471671725,3,Continuous probabilistic models,43
9780471671725,4,Multivariate probabilistic models,85
9780471671725,5,Model estimation,107
9780471671725,6,Model selection and validation,133
9780471671725,7,Order statistics,153
9780471671725,8,Point processes and exact models,177
9780471671725,9,Limit distributions of order statistics,193
9780471671725,10,Limit distributions of exceedances and shortfalls,261
9780471671725,11,Multivariate extremes,287
9780471671732,1,In focus,5
9780471671732,2,The three approaches,9
9780471671732,3,Reporting limits,21
9780471671732,4,Storing data in databases,37
9780471671732,5,Plotting data with nondetects,43
9780471671732,6,Computing summary statistics,55
9780471671732,7,Computing interval estimates,81
9780471671732,8,What can be done when all data are below the reporting limit?,119
9780471671732,9,Comparing two groups,131
9780471671732,10,Comparing three or more groups,165
9780471671732,11,Correlation,185
9780471671732,12,Regression and trends,199
9780471671732,App,Datasets,229
9780471679691,1,Basic probability theory,1
9780471679691,2,Random variables,77
9780471679691,3,Joint distributions,159
9780471679691,4,Limit theorems,269
9780471679691,5,Simulation,287
9780471679691,6,Statistical inference,301
9780471679691,7,Stochastic processes,407
9780471680277,1,Basic combinatorics and probability,1
9780471680277,2,Stirling numbers,73
9780471680277,3,Generalized stirling and Lah numbers,121
9780471680277,4,Occupancy distributions,159
9780471680277,5,Sequential occupancy distributions,215
9780471680277,6,Convolutions of truncated distributions,251
9780471680277,7,Compound and mixture distributions,281
9780471681601,1,Introduction,3
9780471681601,2,Examples,45
9780471681601,3,Interfaces and environments,73
9780471681601,4,Tools and techniques,119
9780471681601,5,Seeing frequency data,145
9780471681601,6,Seeing univariate data,181
9780471681601,7,Seeing bivariate data,215
9780471681601,8,Seeing multivariate data,263
9780471681601,9,Seeing missing values,309
9780471690740,1,Financial time series and their characteristics,1
9780471690740,2,Linear time series analysis and its applications,24
9780471690740,3,Conditional heteroscedastic models,97
9780471690740,4,Nonlinear models and their applications,154
9780471690740,5,High-frequency data analysis and market microstructure,206
9780471690740,6,Continuous-time models and their applications,251
9780471690740,7,"Extreme values, quantile estimation, and value at risk",287
9780471690740,8,Multivariate time series analysis and its applications,339
9780471690740,9,Principal component analysis and factor models,405
9780471690740,10,Multivariate volatility models and their applications,443
9780471690740,11,State-space models and Kalman filter,490
9780471690740,12,Markov chain Monte Carlo methods with applications,543
9780471691150,1,General introduction,1
9780471691150,2,Likelihood-based approaches to discrimination,27
9780471691150,3,Discrimination via normal models,52
9780471691150,4,Distributional results for discrimination via normal models,101
9780471691150,5,Some practical aspects and variants of normal theory-based discriminant rules,129
9780471691150,6,Data analytic considerations with normal theory-based discriminant analysis,168
9780471691150,7,Parametric discrimination via nonnormal models,216
9780471691150,8,Logistic discrimination,255
9780471691150,9,Nonparametric discrimination,283
9780471691150,10,Estimation of error rates,337
9780471691150,11,Assessing the reliability of the estimated posterior probabilities of group membership,378
9780471691150,12,Selection of feature variables in discriminant analysis,389
9780471691150,13,Statistical image analysis,413
9780471691167,1,Introduction,1
9780471691167,2,Basic stochastic processes,9
9780471691167,3,Spatial sampling,19
9780471691167,4,Smoothing and interpolation,28
9780471691167,5,Regional and lattice data,78
9780471691167,6,Quadrat counts,102
9780471691167,7,Field methods for point patterns,130
9780471691167,8,Mapped point patterns,144
9780471691167,9,Image analysis and stereology,191
9780471692805,1,Measurement error across disciplines,1
9780471692805,2,The current status of questionnaire design,29
9780471692805,3,Response alternatives : the impact of their choice and presentation order,41
9780471692805,4,Context effects in the general social survey,57
9780471692805,5,Mode effects of cognitively designed recall questions : a comparison of answers to telephone and mail surveys,73
9780471692805,6,Nonexperimental research on question wording effects : a contribution to solving the generalizability problem,95
9780471692805,7,Measurement errors in business surveys,113
9780471692805,8,Recall error : sources and bias reduction techniques,127
9780471692805,9,Measurement effects in self vs. proxy response to survey questions : an information-processing perspective,145
9780471692805,10,An alternative approach to obtaining personal history data,167
9780471692805,11,The item count technique as a method of indirect questioning : a review of its development and a case study application,185
9780471692805,12,Toward a response model in establishment surveys,211
9780471692805,13,Data collection methods and measurement error : an overview,237
9780471692805,14,"Reducing interviewer-related error through interviewer training, supervision, and other means",259
9780471692805,15,The design and analysis of reinterview : an overview,279
9780471692805,16,Expenditure diary surveys and their associated errors,303
9780471692805,17,A review of errors of direct observation in crop yield surveys,327
9780471692805,18,Measurement error in continuing surveys of the grocery retail trade using electronic data collection methods,347
9780471692805,19,Conversation with a purpose - or conversation? : interaction in the standardized interview,367
9780471692805,20,Cognitive laboratory methods : a taxonomy,393
9780471692805,21,"Studying respondent-interviewer interaction : the relationship between interviewing style, interviewer behavior, and response behavior",419
9780471692805,22,The effect of interviewer and respondent characteristics on the quality of survey data : a multilevel model,439
9780471692805,23,"Interviewer, respondent, and regional office effects on response variance : a statistical decomposition",463
9780471692805,24,Approaches to the modeling of measurement errors,487
9780471692805,25,A mixed model for analyzing measurement errors for dichotomous variables,517
9780471692805,26,Models for memory effects in count data,531
9780471692805,27,Simple response variance : estimation and determinants,551
9780471692805,28,Evaluation of measurement instruments using a structural modeling approach,575
9780471692805,29,A path analysis of cross-national data taking measurement errors into account,599
9780471692805,30,Regression estimation in the presence of measurement error,617
9780471692805,31,Chi-squared tests with complex survey data subject to misclassification error,637
9780471692805,32,The effect of measurement error on event history analysis,665
9780471696933,1,"Experiments, Sample Spaces, and Events",1
9780471696933,2,Probability,31
9780471696933,3,Combinatorial Probability,57
9780471696933,4,Conditional Probability; Independence,91
9780471696933,5,Markov Chains,130
9780471696933,6,Random Variables: Univariate Case,156
9780471696933,7,Random Variables: Multivariate Case,200
9780471696933,8,Expectation,261
9780471696933,9,Some Probability Models,333
9780471696933,10,Limit Theorems,414
9780471696933,11,Outline of Inferential Statistics,442
9780471696933,12,Estimation,467
9780471696933,13,Testing Statistical Hypotheses,568
9780471696933,14,Discrimination,648
9780471696933,15,Linear Models,670
9780471696933,16,Rank Methods,723
9780471696933,17,Analysis of Categorical Data,755
9780471696933,Appendix A,Statistical Tables,799
9780471696933,Appendix B,Answers to Selected Even-Numbered Problems,811
9780471697367,1,Introduction and background,1
9780471697367,2,Models for life tests with constant stress,51
9780471697367,3,Graphical data analysis,113
9780471697367,4,Complete data and least squares analyses,167
9780471697367,5,Censored data and maximum likelihood methods,233
9780471697367,6,Test plans,317
9780471697367,7,Competing failure modes and size effect,377
9780471697367,8,Least-squares comparisons for complete data,425
9780471697367,9,Maximum likelihood comparisons for censored and other data,451
9780471697367,10,Models and data analyses for step and varying stress,493
9780471697367,11,Accelerated degradation,521
9780471703549,Ch. 1,"Sets, fields, and events",1
9780471703549,Ch. 2,Probability space and axioms,10
9780471703549,Ch. 3,Basic combinatorics,25
9780471703549,Ch. 4,Discrete distributions,37
9780471703549,Ch. 5,Random variables,64
9780471703549,Ch. 6,Continuous random variables and basic distributions,79
9780471703549,Ch. 7,Other continuous distributions,95
9780471703549,Ch. 8,Conditional densities and distributions,122
9780471703549,Ch. 9,Joint densities and distributions,135
9780471703549,Ch. 10,Moments and conditional moments,146
9780471703549,Ch. 11,Characteristic functions and generating functions,155
9780471703549,Ch. 12,Functions of a single random variable,173
9780471703549,Ch. 13,Functions of multiple random variables,206
9780471703549,Ch. 14,"Inequalities, convergences, and limit theorems",241
9780471703549,Ch. 15,Computer methods for generating random variates,264
9780471703549,Ch. 16,Elements of matrix algebra,284
9780471703549,Ch. 17,Random vectors and mean-square estimation,311
9780471703549,Ch. 18,Estimation theory,340
9780471703549,Ch. 19,Random processes,406
9780471703549,Ch. 20,Classification of random processes,490
9780471703549,Ch. 21,Random processes and linear systems,574
9780471703549,Ch. 22,Weiner and Kalman filters,625
9780471703549,Ch. 23,Probabilistic methods in transmission tomography,666
9780471703549,App. A,A Fourier transform tables,683
9780471703549,App. B,Cumulative Gaussian tables,687
9780471703549,App. C,Inverse cumulative Gaussian tables,692
9780471703549,App. D,Inverse chi-square tables,694
9780471703549,App. E,Inverse student-t tables,701
9780471703549,App. F,Cumulative Poisson distribution,704
9780471703549,App. G,Cumulative binomial distribution,708
9780471716426,1,Introduction,1
9780471716426,2,Overview of probability theory,5
9780471716426,3,Discrete-time stochastic processes,45
9780471716426,4,Continuous-time stochastic processes,97
9780471716426,5,Stochastic calculus : basic topics,131
9780471716426,6,Stochastic calculus : advanced topics,173
9780471716426,7,Applications in insurance,197
9780471720645,Ch. 1,Roles of probability and statistics in engineering,1
9780471720645,Ch. 2,Fundamentals of probability models,27
9780471720645,Ch. 3,Analytical models of random phenomena,81
9780471720645,Ch. 4,Functions of random variables,151
9780471720645,Ch. 5,Computer-based numerical and simulation methods in probability,199
9780471720645,Ch. 6,Statistical inferences form observational data,245
9780471720645,Ch. 7,Determination of probability distribution models,278
9780471720645,Ch. 8,Regression and correlation analyses,306
9780471720645,Ch. 9,The Bayesian approach,346
9780471720645,Ch. 10,Elements of quality assurance and acceptance sampling,383
9780471722298,1,Introduction,3
9780471722298,Pt. I,Descriptive Statistics Organizing and Summarizing Data,11
9780471722298,2,Describing Data with Tables,13
9780471722298,3,Describing Data with Graphs,37
9780471722298,4,Describing Data with Averages,57
9780471722298,5,Describing Variability,71
9780471722298,6,Normal Distributions (I): Basics,91
9780471722298,7,Normal Distributions (II): Applications,105
9780471722298,8,More about z Scores,121
9780471722298,9,Describing Relationships: Correlation,129
9780471722298,10,Prediction,157
9780471722298,Pt. II,Inferential Statistics Generalizing beyond Data,177
9780471722298,11,"Populations, Samples, and Probability",179
9780471722298,12,Sampling Distribution of the Mean,201
9780471722298,13,Introduction to Hypothesis Testing,217
9780471722298,14,More about Hypothesis Testing,243
9780471722298,15,Estimation,259
9780471722298,16,t Test for One Sample,273
9780471722298,17,t Test for Two Independent Samples,289
9780471722298,18,t Test for Two Dependent Samples,315
9780471722298,19,Analysis of Variance (One Way),335
9780471722298,20,Analysis of Variance (Two Way),363
9780471722298,21,Chi-Square Test for Qualitative Data,387
9780471722298,22,Tests for Ranked Data,411
9780471722298,23,Postscript: Which Test?,431
9780471727552,A.0,Introduction,3
9780471727552,A.1,"Good Quality Costs Less? How Come?: From Quality Engineering, Vol. 3, No. 1, pp. 85-90 (1990-91)",4
9780471727552,A.2,"When Murphy Speaks-Listen: From Quality Progress, Vol. 22, No. 10, pp. 79-84 (1989)",10
9780471727552,A.3,"Changing Management Policy to Improve Quality and Productivity: From Quality Engineering, Vol. 6, No. 4, pp. 719-724 (1994)",20
9780471727552,A.4,"Scientific Method: The Generation of Knowledge: From Quality Engineering, Vol. 30, No. 1, pp. 47-50 (1997)",26
9780471727552,B.0,Introduction,35
9780471727552,B.1,"Do Interactions Matter?: From Quality Engineering, Vol. 2, No. 3, pp. 365-369 (1990)",37
9780471727552,B.2,"Teaching Engineers Experimental Design with a Paper Helicopter: From Quality Engineering, Vol. 4, No. 3, pp. 453-459 (1992)",41
9780471727552,B.3,"What Can You Find Out from Eight Experimental Runs?: From Quality Engineering, Vol. 4, No. 4, pp. 619-627 (1992)",48
9780471727552,B.4,"What Can You Find Out from Sixteen Experimental Runs?: From Quality Engineering, Vol. 5, No. 1, pp. 167-178 (1993)",57
9780471727552,B.5,"What Can You Find Out From Twelve Experimental Runs?: (with S. Bisgaard) from Quality Engineering, Vol. 5, No. 4, pp. 663-668 (1993)",68
9780471727552,B.6,"Sequential Experimentation and Sequential Assembly of Designs: From Quality Engineering, Vol. 5, No. 2, pp. 321-330 (1993)",73
9780471727552,B.7,"Must We Randomize Our Experiment?: From Quality Engineering, Vol. 2, No. 4, pp. 497-502 (1990)",82
9780471727552,B.8,"Botched Experiments, Missing Observations, and Bad Values: From Quality Engineering, Vol. 3, No. 2, pp. 249-254 (1990-91)",88
9780471727552,B.9,"Graphics for Finding Bad Values in Factorial Designs: From Quality Engineering, Vol. 3, No. 3, pp. 405-410 (1991)",94
9780471727552,B.10,"How to Get Lucky: From Quality Engineering, Vol. 5, No. 3, pp. 517-524 (1993)",99
9780471727552,B.11,"Dispersion Effects from Fractional Designs: (with R. D. Meyer), from Technometrics, Vol. 28, No. 1, pp. 19-27 (1986)",107
9780471727552,B.12,"The Importance of Practice in the Development of Statistics: From Technometrics, Vol. 26, No. 1, pp. 1-8 (1984)",125
9780471727552,B.13,"Comparisons, Absolute Values, and How I Got to Go to the Folies Bergeres: From Quality Engineering, Vol. 14, No. 1, pp. 167-169 (2002)",137
9780471727552,C.0,Introduction,143
9780471727552,C.1,"A Demonstration of Response Surface Methods: From ""Statistics as a Catalyst to Learning by Scientific Method Part I, An Example"" (With P. Y. T. Liu), Journal of Quality Technology, Vol. 31, No. 1, pp. 1-15 (1999)",148
9780471727552,C.2,"Response Surface Methods: Some History: From ""Statistics as a Catalyst to Learning by Scientific Method Part II, A Discussion,"" Journal of Quality Technology, Vol. 31, No. 1, pp. 16-29 (1999)",168
9780471727552,C.3,"Statistics as a Catalyst to Learning: From ""Statistics as a Catalyst to Learning by Scientific Method Part II, A Discussion,"" Journal of Quality Technology, Vol. 31, No. 1, pp. 16-29 (1999)",172
9780471727552,C.4,"Experience as a Guide to Theoretical Development: From ""Statistics as a Catalyst to Learning by Scientific Method. Response to the Discussion,"" Journal of Quality Technology, Vol. 31, No. 1, pp. 67-72 (1999)",180
9780471727552,C.5,"The Invention of the Composite Design: From Quality Engineering, Vol. 12, No. 1, pp. 119-122 (1999-2000)",187
9780471727552,C.6,"Finding the Active Factors in Fractionated Screening Experiments: (with R. D. Meyer) from Journal of Quality Technology, Vol. 25, No. 2, pp. 94-105 (1993)",193
9780471727552,C.7,"Follow-up Designs to Resolve Confounding in Multifactor Experiments: (with R. D. Meyer and D. M. Steinberg) from Technometrics, Vol. 38, No. 4, pp. 303-313 (1996)",212
9780471727552,C.8,"Projective Properties of Certain Orthogonal Arrays: (with J. Tyssedal) from Biometrika, Vol. 83, No. 4, pp. 950-955 (1996)",234
9780471727552,C.9,"Choice of Response Surface Design and Alphabetic Optimality: From Utilitas Mathematica, Vol. 21B, pp. 11-55 (1982)",242
9780471727552,C.10,"An Apology for Ecumenism in Statistics: From Scientific Inference, Data Analysis, and Robustness, G. E. P. Box, T. Leonard, and C.-F. Wu (eds.) Academic Press, pp. 51-84 (1983)",265
9780471727552,D.0,Introduction,289
9780471727552,D.1,"Six Sigma, Process Drift, Capability Indices, and Feedback Adjustment: (with A. Luceno), from Quality Engineering, Vol. 12, No. 3, pp. 297-302 (1999)",292
9780471727552,D.2,"Understanding Exponential Smoothing: A Simple Way to Forecast Sales and Inventory: From Quality Engineering, Vol. 3, No. 4, pp. 561-566 (1991)",299
9780471727552,D.3,"Feedback Control by Manual Adjustment: From Quality Engineering, Vol. 4, No. 1, pp. 143-151 (1991)",306
9780471727552,D.4,"Bounded Adjustment Charts: From Quality Engineering, Vol. 4, No. 2, pp. 331-338 (1991-92)",316
9780471727552,D.5,"Statistical Process Monitoring and Feedback Adjustment-A Discussion: (with T. Kramer), from Technometrics, Vol. 34, No. 3, pp. 251-267 (1992)",324
9780471727552,D.6,"Discrete Proportional-Integral Control with Constrained Adjustment: (with A. Luceno), from The Statistician, JRSS Series D, Vol. 44, No. 4, pp. 479-495 (1995)",353
9780471727552,D.7,"Discrete Proportional-Integral Adjustment and Statistical Process Control: (with A. Luceno), from Journal of Quality Technology, Vol. 29, pp. 248-260 (1997)",370
9780471727552,D.8,"Selection of Sampling Interval and Action Limit for Discrete Feedback Adjustment: (with A. Luceno), from Technometrics, Vol. 36, No. 4, pp. 369-378 (1994)",399
9780471727552,D.9,"Use of Cusum Statistics in the Analysis of Data and in Process Monitoring: From Quality Engineering, Vol. 11, No. 3, pp. 495-498 (1999)",416
9780471727552,D.10,"Influence of the Sampling Interval, Decision Limit, and Autocorrelation on the Average Run Length in Cusum Charts: (with A. Luceno), from Journal of Applied Statistics, Vol. 27, No. 2, pp. 177-183 (2000)",420
9780471727552,D.11,"Cumulative Score Charts: (with J. Ramirez), from Quality and Reliability Engineering International, Vol. 8, pp. 17-27 (1992)",427
9780471727552,E.0,Introduction,437
9780471727552,E.1,"Multiple Sources of Variation: Variance Components: From Quality Engineering, Vol. 11, No. 1, pp. 171-174 (1998)",440
9780471727552,E.2,"The Importance of Data Transformation in Designed Experiments for Life Testing: (with C. A. Fung), from Quality Engineering, Vol. 7, No. 3, pp. 625-638 (1995)",448
9780471727552,E.3,"Is Your Robust Design Procedure Robust?: (with C. A. Fung), from Quality Engineering, Vol. 6, No. 3, pp. 503-514 (1994)",461
9780471727552,E.4,"Split Plot Experiments: From Quality Engineering, Vol. 8, No. 3, pp. 515-520 (1996)",472
9780471727552,E.5,"Robustness in Statistics: Extracted from ""Statistics as a Catalyst to Learning by Scientific Method, Part II, A Discussion,"" Journal of Quality Technology, Vol. 31, No. 1, pp. 16-29 (1999)",480
9780471727552,E.6,"Split Plots for Robust Product and Process Experimentation: (with S. Jones), Extracted from ""Split plot designs for robust product experimentation,"" Journal of Applied Statistics, Vol. 19, No. 1, pp. 3-26 (1992b) and ""Split plot designs for robust product and process experimentation,"" Quality Engineering, Vol. 13, No. 1. (2000), pp. 127-134",486
9780471727552,E.7,"Designing Products that Are Robust to the Environment-A Response Surface Approach: (with S. Jones), from Total Quality Management, Vol. 3, No. 3, pp. 265-282 (1992a) and Journal of Applied Statistics, Vol. 19, No. 1, pp. 3-26, (1992b)",498
9780471727552,E.8,"An Investigation of the Method of Accumulation Analysis: (with S. Jones), from Total Quality Management, Vol. 1, No. 1, pp. 101-113 (1990)",508
